ID карты;Дата выдачи;Канал оформления;Тарифный план;Регион;Кредитный лимит;Дата первой покупки;Оборот за 30 дней;Оборот за 90 дней;Статус
CARD-101949;22.01.2025;Веб-сайт;Зарплатный;Центральный;100000,00;2025-01-26;32040,18;95 055;Активна
CARD-101218;02.06.2025;ОТДЕЛЕНИЕ;Классический;Северо-Западный;100 000;2025-06-22;46 648;121 111;Активна
CARD-100824;17.03.2025;Отделение ;Кэшбэк-максимум;Южный;75000.00;н/д;0;0;Активна
CARD-100266;01.07.2025;Отделение ;Кэшбэк-максимум;Центральный;100000.00;н/д;0,00;0;Активна
CARD-100776;27.03.2025;Мобильный банк;Зарплатный;Центральный;75000,00;12.04.2025;11016,58;25626,47;Активна
CARD-100842;21.07.2025;партнёрская сеть;Классический;Центральный;300 000;н/д;;;активна
CARD-100874;2025-06-23;отделение;Классический;Южный;50000,00;2025-08-28;;9596,00;Активна
CARD-101378;03.07.2025;Мобильное приложение;Классический;Центральный;200 000;26.09.2025;0;21792,20;Активна
CARD-101713;27.01.2025;мобильное приложение;Зарплатный;Сибирский;100000,00;24.02.2025;50 604;116 711;Активна
CARD-100560;03.07.2025;мобильное приложение;Зарплатный;Приволжский;200 000;2025-07-04;105723,23;249 094;Активна
CARD-101691;10.05.2025;мобильное приложение;Зарплатный;Центральный;200000,00;11.05.2025;41 554;116502.21;Активна
CARD-101826;2025-02-13;Мобильное приложение;Премиальный;Южный;300000,00;2025-02-13;48317,14;88729,63;Активна
CARD-100988;2025-05-02;мобильное приложение;Зарплатный;Центральный;100000,00;23.05.2025;35976,29;94567,73;Активна
CARD-100150;16.02.2025;отделение;Классический;Приволжский;50000,00;16.05.2025;0;7794.99;активна
CARD-100600;2025-02-21;Веб-сайт;Зарплатный;Приволжский;100 000;2025-02-25;23508.04;61938.20;Закрыта
CARD-102171;17.05.2025;мобильное приложение;Кэшбэк-максимум;Северо-Западный;50 000;2025-06-08;11039,47;26 156;Заблокирована
CARD-101698;02.05.2025;Мобильный банк;Классический;Приволжский;50000,00;22.05.2025;24260,83;58749,34;активна
CARD-100433;2025-03-10;отделение;Премиальный;Приволжский;200 000;2025-03-20;80272,19;253621,77;Активна
CARD-100195;27.06.2025;отделение;Классический;Северо-Западный;75000,00;06.07.2025;36689.51;80 091;Заблокирована
CARD-101356;2025-05-15;Партнёр;Классический;Центральный;75000,00;;0,00;0;Активна
CARD-101296;01.06.2025;Мобильное приложение;Зарплатный;Центральный;150000.00;2025-06-12;74 183;137970,95;Активна
CARD-102037;2025-03-28;Мобильное приложение;Классический;Сибирский;200 000;2025-04-08;18 218;35 854;Активна
CARD-102377;22.02.2025;МП;Классический;Центральный;100000.00;;0;0;Активна
CARD-101710;14.03.2025;Партнёр;Классический;Северо-Западный;75000.00;н/д;;;активна
CARD-100584;26.04.2025;Мобильное приложение;Зарплатный;Сибирский;500000,00;05.05.2025;117353.48;295 265;Активна
CARD-102113;29.05.2025;Мобильный банк;Зарплатный;Центральный;50000.00;;0,00;;Активна
CARD-102211;15.02.2025;Отделение ;Премиальный;Центральный;300000.00;2025-02-19;152540.81;252 655;Активна
CARD-100523;03.02.2025;Партнёрская сеть;Классический;Сибирский;100 000;05.02.2025;54833.28;115 373;активна
CARD-100492;29.04.2025;Отделение ;Классический;Северо-Западный;500 000;12.05.2025;268916,45;814680,73;Закрыта
CARD-101521;20.02.2025;Партнёр;Кэшбэк-максимум;Центральный;300 000;н/д;;0,00;Активна
CARD-100125;15.02.2025;Мобильный банк;Классический;Северо-Западный;300000,00;18.04.2025;0;15 723;активна
CARD-100005;2025-04-09;МП;Классический;Сибирский;300 000;11.04.2025;119122.16;263540,16;активна
CARD-100068;15.03.2025;ОТДЕЛЕНИЕ;Зарплатный;Приволжский;150000.00;;;;активна
CARD-101109;13.04.2025;Сайт банка;Зарплатный;Южный;150 000;;0;0;Активна
CARD-101220;14.01.2025;Отделение ;Зарплатный;Центральный;200000.00;;0,00;0;Активна
CARD-102020;27.01.2025;Мобильный банк;Зарплатный;Северо-Западный;200000,00;2025-02-10;72056,65;231550,59;Активна
CARD-101684;2025-03-15;Партнёр;Премиальный;Приволжский;150000,00;;0;;Активна
CARD-101591;29.07.2025;Партнёр;Классический;Южный;500 000;;0;0,00;Активна
CARD-101160;2025-06-05;ОТДЕЛЕНИЕ;Зарплатный;Центральный;50000.00;04.07.2025;14385.44;34705.48;Активна
CARD-101669;24.07.2025;партнёрская сеть;Премиальный;Центральный;50 000;н/д;;;Закрыта
CARD-100120;02.06.2025;Отделение ;Зарплатный;Южный;150000,00;2025-06-26;13 577;44627,75;Закрыта
CARD-101432;27.05.2025;Партнёрская сеть;Зарплатный;Сибирский;150 000;н/д;0,00;0;Активна
CARD-101888;15.06.2025;Сайт банка;Классический;Северо-Западный;150000,00;н/д;;;Заблокирована
CARD-100084;18.01.2025;Веб-сайт;Классический;Центральный;300000,00;18.01.2025;136236.50;234446,67;Закрыта
CARD-100536;26.01.2025;сайт банка;Премиальный;Приволжский;500 000;28.01.2025;145305,94;425 435;Активна
CARD-100903;05.04.2025;Отделение ;Зарплатный;Центральный;75 000;18.04.2025;30911,79;78529.81;Активна
CARD-101992;2025-06-30;мобильное приложение;Зарплатный;Центральный;300 000;2025-07-01;123 550;215 060;активна
CARD-101202;2025-03-05;Мобильный банк;Премиальный;Приволжский;300000.00;12.03.2025;90063,60;282753,13;Активна
CARD-102078;2025-01-18;отделение;Зарплатный;Сибирский;300 000;16.02.2025;131127.13;410 577;Активна
CARD-101962;24.07.2025;Офис банка;Зарплатный;Южный;200000,00;н/д;;0,00;Активна
CARD-102272;05.06.2025;отделение;Классический;Приволжский;300 000;24.06.2025;82 493;260 377;Заблокирована
CARD-101173;14.02.2025;Партнерская сеть;Классический;Центральный;75000,00;;0;0;Активна
CARD-101055;21.05.2025;Партнёр;Классический;Приволжский;200 000;н/д;0,00;0,00;Активна
CARD-100403;2025-02-15;Мобильное приложение;Классический;Южный;500000.00;;;;Активна
CARD-101289;09.02.2025;партнёрская сеть;Кэшбэк-максимум;Северо-Западный;200000.00;н/д;0,00;;Активна
CARD-100883;08.02.2025;сайт банка;Классический;Центральный;150000.00;;;0;Активна
CARD-100086;30.04.2025;Отделение;Кэшбэк-максимум;Приволжский;75000.00;05.05.2025;19 854;46 010;Активна
CARD-100546;27.05.2025;мобильное приложение;Классический;Сибирский;75000.00;25.06.2025;26053,35;56 072;Активна
CARD-101247;04.06.2025;МП;Классический;Приволжский;150000,00;19.06.2025;15316.11;30 530;Активна
CARD-100850;2025-01-25;МП;Премиальный;Северо-Западный;200 000;15.02.2025;52392.73;162 141;Закрыта
CARD-100964;19.05.2025;Мобильное приложение;Кэшбэк-максимум;Южный;75000.00;;0;0,00;Активна
CARD-100748;2025-01-19;ОТДЕЛЕНИЕ;Премиальный;Центральный;150000,00;19.01.2025;38 875;82116.38;активна
CARD-101980;24.02.2025;Сайт банка;Классический;Центральный;500 000;н/д;0;0,00;Активна
CARD-100989;09.06.2025;Мобильный банк;Зарплатный;Центральный;50000,00;26.06.2025;26285,56;84217,84;Активна
CARD-100575;2025-02-04;партнёрская сеть;Классический;Приволжский;150000.00;н/д;0,00;0;Заблокирована
CARD-101953;2025-04-15;Сайт банка;Классический;Южный;200000,00;26.04.2025;33 704;102 045;Заблокирована
CARD-100542;23.04.2025;Отделение;Зарплатный;Приволжский;300 000;;;0,00;активна
CARD-100678;31.07.2025;сайт банка;Зарплатный;Приволжский;50 000;06.08.2025;11683.13;31 147;Активна
CARD-101880;2025-04-24;Сайт банка;Классический;Центральный;300 000;н/д;0,00;0,00;Активна
CARD-101849;24.03.2025;Партнерская сеть;Классический;Южный;300000,00;н/д;0,00;;Активна
CARD-100298;20.02.2025;Партнерская сеть;Зарплатный;Центральный;50000,00;17.03.2025;6237,74;15246,44;Активна
